airport_id	FAA_CODE	icao_code	iata_code	LATITUDE_DEGREES	LONGITUDE_DEGREES
11050	ID32	NULL	NULL	48.1055	-116.136833
11051	U79	NULL	NULL	45.379078	-115.19678
11052	U72	NULL	NULL	44.591578	-114.823143
11053	59CN	NULL	NULL	38.834899	-121.52968
11054	17FA	NULL	NULL	26.713401	-81.535356
11055	ID33	NULL	NULL	46.936018	-115.864876
11056	05FL	NULL	NULL	26.520222	-81.410222
11057	ID01	NULL	NULL	48.137982	-116.197677
11058	ID75	NULL	NULL	48.126037	-116.165453
11059	CA03	NULL	NULL	37.34994	-120.294073
11060	FA18	NULL	NULL	26.444167	-81.020278
11061	00ID	NULL	NULL	48.145278	-116.214444
11062	25CL	NULL	NULL	38.866564	-121.484401
11063	FL88	NULL	NULL	26.683679	-81.449799
11064	6TE8	NULL	NULL	33.168985	-100.21705
11065	TX24	NULL	NULL	32.275153	-95.083555
11066	47TX	NULL	NULL	26.933944	-97.762494
11067	CA18	NULL	NULL	38.872121	-121.709964
11068	CL74	NULL	NULL	34.831923	-118.400914
11069	7PA3	NULL	NULL	41.705643	-75.287954
11070	TX19	NULL	NULL	33.536222	-94.907161
11071	4G1	NULL	NULL	41.446766	-80.391197
11072	TE77	NULL	NULL	29.233742	-95.4767
11073	XA71	NULL	NULL	31.277333	-94.974
11074	PA92	NULL	NULL	40.55287	-76.028825
11075	O85	NULL	NULL	40.573667	-122.407333
11076	3FD0	NULL	NULL	27.021722	-81.451186
11077	08FL	NULL	NULL	27.084497	-81.328683
11078	09FA	NULL	NULL	27.245602	-81.413129
11079	49CN	NULL	NULL	40.015988	-122.389997
11080	FA60	NULL	NULL	27.238936	-81.385906
11081	42CN	NULL	NULL	36.709116	-119.404847
11082	T39	NULL	NULL	33.582326	-98.618668
11083	L36	NULL	NULL	38.675	-121.445444
11084	89CA	NULL	NULL	36.466616	-119.884307
11085	80PN	NULL	NULL	40.535281	-80.444017
11086	P96	NULL	NULL	41.206443	-77.225765
11087	5G8	NULL	NULL	40.376333	-79.608778
11088	XS17	NULL	NULL	30.709084	-96.901926
11089	2TS6	NULL	NULL	32.512812	-96.926777
11090	10IA	NULL	NULL	42.416656	-92.250183
11091	C25	NULL	NULL	42.741953	-92.507935
11092	Y01	NULL	NULL	43.280476	-91.469528
11093	0TS7	NULL	NULL	32.833459	-98.125322
11094	XS18	NULL	NULL	30.384652	-96.224682
11095	TX62	NULL	NULL	32.633468	-95.439121
11096	4IA8	NULL	NULL	41.647231	-91.959621
11097	IA58	NULL	NULL	42.114989	-96.171964
11098	FD48	NULL	NULL	30.241908	-81.449807
11099	8IA2	NULL	NULL	41.173916	-91.361821
11100	19IA	NULL	NULL	40.856844	-91.203758
11101	53IA	NULL	NULL	41.949992	-92.576581
11102	8C6	NULL	NULL	42.200833	-92.456639
11103	1Y3	NULL	NULL	40.706389	-94.220278
11104	FL67	NULL	NULL	27.277822	-80.585889
11105	47TS	NULL	NULL	31.047964	-95.917731
